,281,310,141,34,250,240,200,
,325,162,134,33,280,90,225,
,307,182,161,39,245,85,290,
,309,176,149,36,265,95,235,
,305,171,161,39,255,85,250,
,307,170,146,36,240,70,290,
,300,168,152,37,255,90,250,
,289,175,156,38,235,75,265,
,312,189,141,34,275,130,210,
,318,194,134,33,265,115,240,
,318,192,134,33,265,120,235,
,317,191,134,33,265,120,235,
,319,192,134,33,265,120,235,
,314,191,143,35,275,125,220,
,312,191,139,34,270,125,220,
,314,191,134,33,265,125,230,
,314,191,134,33,280,135,195,
,314,197,134,33,280,135,195,
,319,197,134,33,275,130,210,
,310,194,138,34,265,120,220,
,315,203,134,33,275,125,225,
,316,198,134,33,280,125,215,
,315,195,134,33,270,125,215,
,281,182,152,37,225,95,265,
,268,181,161,39,205,90,275,
,308,187,143,35,265,120,220,
,312,190,139,34,285,135,200,
,318,191,134,33,265,115,235,
,317,192,141,34,250,100,265,
,322,193,134,33,275,120,225,
,322,193,134,33,275,120,220,
,320,193,134,33,280,125,220,
,320,194,134,33,265,115,240,
,321,195,134,33,265,125,235,
,318,194,138,34,280,125,215,
,319,193,134,33,265,120,230,
,321,193,134,33,260,120,240,
,317,193,138,34,270,120,230,
,317,194,138,34,265,120,235,
,317,194,138,34,265,120,230,
,322,196,134,33,265,125,235,
,319,194,137,34,265,120,235,
,321,194,134,33,265,125,235,
,322,194,134,33,260,120,240,
,324,195,134,33,275,125,225,
,320,194,139,34,275,125,220,
,320,193,140,34,275,125,225,
,322,193,137,34,270,120,240,
,328,199,134,33,275,120,240,
,336,191,137,34,290,110,235,
,329,193,138,34,285,125,225,
,326,192,137,34,280,120,220,
,267,120,134,33,235,50,210,
,263,113,134,33,215,35,230,
,259,120,134,33,200,35,250,
,261,131,139,34,220,65,215,
,267,154,134,33,225,75,220,
,270,181,134,33,220,105,225,
,271,203,134,33,230,135,215,
,270,212,134,33,235,145,205,
,264,210,134,33,230,145,200,
,258,215,134,33,220,145,210,
,256,222,134,33,215,155,215,
,254,224,136,34,210,150,220,
,253,221,137,34,210,155,220,
,252,227,137,34,210,150,235,
,251,236,137,34,200,160,230,
,249,241,134,33,200,170,230,
,247,237,134,33,195,165,220,
,246,237,134,33,205,170,210,
,243,248,134,33,205,175,210,
,237,203,134,33,195,125,210,
,271,237,134,33,235,165,210,
,274,240,134,33,235,165,220,
,275,237,137,34,240,170,210,
,277,236,134,33,235,160,225,
,278,237,137,34,235,160,225,
,283,238,134,33,235,160,230,
,285,240,134,33,245,165,215,
,290,241,134,33,245,165,220,
,291,241,134,33,245,170,225,
,292,244,134,33,250,170,220,
,292,244,134,33,255,175,210,
,292,242,139,34,255,170,215,
,240,249,134,33,200,175,210,
,239,248,134,33,200,170,210,
,235,248,139,34,190,160,220,
,235,244,134,33,195,170,215,
,233,246,134,33,190,170,215,
,232,244,140,34,190,165,215,
,227,242,150,37,180,160,230,
,236,244,137,34,200,170,205,
,236,244,138,34,200,170,210,
,239,244,134,33,200,170,210,
,241,245,134,33,205,175,200,
,245,244,134,33,205,170,205,
,274,239,134,33,235,165,220,
,274,236,134,33,235,165,215,
,273,237,134,33,235,165,215,
,273,237,134,33,235,165,210,
,276,236,134,33,235,165,215,
,278,237,134,33,240,160,220,
,280,237,134,33,240,160,230,
,280,236,134,33,240,165,215,
,278,238,134,33,240,165,215,
,277,236,134,33,235,160,220,
,276,236,134,33,240,165,215,
,277,237,134,33,235,165,220,
,276,237,134,33,235,165,215,
,276,236,134,33,235,160,220,
,276,236,134,33,240,165,215,
,275,237,134,33,240,160,220,
,275,237,134,33,235,160,225,
,277,235,134,33,240,165,220,
,276,236,134,33,230,155,230,
,275,236,134,33,240,165,215,
,276,238,134,33,235,165,220,
,278,239,134,33,240,165,215,
,283,238,134,33,245,165,210,
,293,235,134,33,255,165,210,
,295,238,134,33,260,165,210,
,300,235,134,33,255,160,225,
,318,235,134,33,285,170,205,
,325,236,134,33,285,165,215,
,324,237,134,33,290,165,210,
,332,228,134,33,295,160,210,
,338,222,134,33,295,155,210,
,337,225,134,33,300,155,215,
,340,222,137,34,300,150,215,
,347,226,134,33,305,150,220,
,352,228,137,34,310,150,220,
,357,229,137,34,320,155,215,
,362,232,137,34,320,150,225,
,363,235,137,34,320,160,220,
,364,237,143,35,330,165,220,
,373,239,134,33,330,165,215,
,376,238,134,33,330,165,225,
,376,238,134,33,335,165,215,
,375,240,134,33,335,165,215,
,378,240,134,33,340,165,215,
,382,238,134,33,350,165,205,
,386,239,134,33,345,165,215,
,387,241,134,33,355,165,210,
,391,240,134,33,355,170,215,
,398,244,134,33,360,170,215,
,402,242,134,33,365,165,220,
,395,243,143,35,370,170,210,
,398,246,134,33,360,170,210,
,389,246,134,33,355,175,210,
,384,246,134,33,350,170,210,
,377,246,134,33,345,175,205,
